bar,line_id,role,quality,touches,atr,tf,arm,outcome,symbol
137,4h-R-102,resistance,88.81,4,6.264833964901924,4h,placebo,break,XAUUSD.a
6795,4h-R-102,resistance,88.81,4,6.264833964901924,4h,random,hold,XAUUSD.a
142,4h-S-98,support,84.68,4,6.5311155086614345,4h,line,hold,XAUUSD.a
142,4h-S-98,support,84.68,4,6.5311155086614345,4h,placebo,hold,XAUUSD.a
13260,4h-S-98,support,84.68,4,6.5311155086614345,4h,random,hold,XAUUSD.a
142,4h-S-40,support,83.92,4,6.5311155086614345,4h,line,hold,XAUUSD.a
142,4h-S-40,support,83.92,4,6.5311155086614345,4h,placebo,hold,XAUUSD.a
4555,4h-S-40,support,83.92,4,6.5311155086614345,4h,random,break,XAUUSD.a
150,4h-R-150,resistance,81.62,4,6.050596262474697,4h,line,hold,XAUUSD.a
150,4h-R-150,resistance,81.62,4,6.050596262474697,4h,placebo,hold,XAUUSD.a
13173,4h-R-150,resistance,81.62,4,6.050596262474697,4h,random,hold,XAUUSD.a
154,4h-S-40,support,83.79,5,6.863863490538817,4h,line,break,XAUUSD.a
154,4h-S-40,support,83.79,5,6.863863490538817,4h,placebo,break,XAUUSD.a
11424,4h-S-40,support,83.79,5,6.863863490538817,4h,random,hold,XAUUSD.a
154,4h-S-153,support,77.63,3,6.863863490538817,4h,line,break,XAUUSD.a
154,4h-S-153,support,77.63,3,6.863863490538817,4h,placebo,break,XAUUSD.a
8166,4h-S-153,support,77.63,3,6.863863490538817,4h,random,break,XAUUSD.a
154,4h-S-154,support,77.18,3,6.863863490538817,4h,line,break,XAUUSD.a
154,4h-S-154,support,77.18,3,6.863863490538817,4h,placebo,break,XAUUSD.a
1902,4h-S-154,support,77.18,3,6.863863490538817,4h,random,break,XAUUSD.a
155,4h-S-98,support,80.7,5,7.05644466978604,4h,line,hold,XAUUSD.a
155,4h-S-98,support,80.7,5,7.05644466978604,4h,placebo,break,XAUUSD.a
6868,4h-S-98,support,80.7,5,7.05644466978604,4h,random,hold,XAUUSD.a
160,4h-S-98,support,78.79,6,6.681579960691333,4h,line,break,XAUUSD.a
160,4h-S-98,support,78.79,6,6.681579960691333,4h,placebo,hold,XAUUSD.a
10972,4h-S-98,support,78.79,6,6.681579960691333,4h,random,hold,XAUUSD.a
181,4h-R-150,resistance,73.59,5,5.890996633220263,4h,line,break,XAUUSD.a
181,4h-R-150,resistance,73.59,5,5.890996633220263,4h,placebo,break,XAUUSD.a
8388,4h-R-150,resistance,73.59,5,5.890996633220263,4h,random,hold,XAUUSD.a
191,4h-R-125,resistance,86.92,5,7.348742873961804,4h,line,hold,XAUUSD.a
191,4h-R-125,resistance,86.92,5,7.348742873961804,4h,placebo,hold,XAUUSD.a
5065,4h-R-125,resistance,86.92,5,7.348742873961804,4h,random,break,XAUUSD.a
191,4h-R-102,resistance,82.93,5,7.348742873961804,4h,line,hold,XAUUSD.a
191,4h-R-102,resistance,82.93,5,7.348742873961804,4h,placebo,hold,XAUUSD.a
3311,4h-R-102,resistance,82.93,5,7.348742873961804,4h,random,break,XAUUSD.a
194,4h-R-121,resistance,87.35,5,6.841861550325821,4h,line,hold,XAUUSD.a
194,4h-R-121,resistance,87.35,5,6.841861550325821,4h,placebo,hold,XAUUSD.a
12907,4h-R-121,resistance,87.35,5,6.841861550325821,4h,random,break,XAUUSD.a
243,4h-S-421,support,93.45,4,5.224518113505247,4h,line,break,XAUUSD.a
243,4h-S-421,support,93.45,4,5.224518113505247,4h,placebo,break,XAUUSD.a
9224,4h-S-421,support,93.45,4,5.224518113505247,4h,random,hold,XAUUSD.a
243,4h-S-416,support,81.5,3,5.224518113505247,4h,line,break,XAUUSD.a
243,4h-S-416,support,81.5,3,5.224518113505247,4h,placebo,break,XAUUSD.a
6523,4h-S-416,support,81.5,3,5.224518113505247,4h,random,break,XAUUSD.a
243,4h-S-417,support,81.05,3,5.224518113505247,4h,line,break,XAUUSD.a
243,4h-S-417,support,81.05,3,5.224518113505247,4h,placebo,break,XAUUSD.a
69,4h-S-417,support,81.05,3,5.224518113505247,4h,random,break,XAUUSD.a
280,4h-S-642,support,81.56,4,5.384663641661453,4h,line,break,XAUUSD.a
280,4h-S-642,support,81.56,4,5.384663641661453,4h,placebo,break,XAUUSD.a
7119,4h-S-642,support,81.56,4,5.384663641661453,4h,random,hold,XAUUSD.a
296,4h-S-624,support,95.12,5,4.6557453975804695,4h,line,hold,XAUUSD.a
296,4h-S-624,support,95.12,5,4.6557453975804695,4h,placebo,hold,XAUUSD.a
3579,4h-S-624,support,95.12,5,4.6557453975804695,4h,random,break,XAUUSD.a
297,4h-S-622,support,96.18,5,4.6353350120390155,4h,line,hold,XAUUSD.a
297,4h-S-622,support,96.18,5,4.6353350120390155,4h,placebo,hold,XAUUSD.a
12518,4h-S-622,support,96.18,5,4.6353350120390155,4h,random,break,XAUUSD.a
300,4h-R-742,resistance,98.76,4,4.532259847467102,4h,line,hold,XAUUSD.a
300,4h-R-742,resistance,98.76,4,4.532259847467102,4h,placebo,break,XAUUSD.a
11287,4h-R-742,resistance,98.76,4,4.532259847467102,4h,random,break,XAUUSD.a
300,4h-R-743,resistance,97.66,4,4.532259847467102,4h,line,hold,XAUUSD.a
300,4h-R-743,resistance,97.66,4,4.532259847467102,4h,placebo,break,XAUUSD.a
6317,4h-R-743,resistance,97.66,4,4.532259847467102,4h,random,hold,XAUUSD.a
300,4h-R-747,resistance,95.81,4,4.532259847467102,4h,line,hold,XAUUSD.a
300,4h-R-747,resistance,95.81,4,4.532259847467102,4h,placebo,break,XAUUSD.a
1236,4h-R-747,resistance,95.81,4,4.532259847467102,4h,random,break,XAUUSD.a
300,4h-R-748,resistance,95.61,4,4.532259847467102,4h,line,hold,XAUUSD.a
300,4h-R-748,resistance,95.61,4,4.532259847467102,4h,placebo,break,XAUUSD.a
8172,4h-R-748,resistance,95.61,4,4.532259847467102,4h,random,hold,XAUUSD.a
300,4h-R-755,resistance,91.21,4,4.532259847467102,4h,line,hold,XAUUSD.a
300,4h-R-755,resistance,91.21,4,4.532259847467102,4h,placebo,hold,XAUUSD.a
11608,4h-R-755,resistance,91.21,4,4.532259847467102,4h,random,hold,XAUUSD.a
302,4h-S-621,support,96.23,6,4.579346501132361,4h,line,hold,XAUUSD.a
302,4h-S-621,support,96.23,6,4.579346501132361,4h,placebo,hold,XAUUSD.a
1459,4h-S-621,support,96.23,6,4.579346501132361,4h,random,break,XAUUSD.a
303,4h-R-755,resistance,91.92,5,5.190821751051486,4h,line,hold,XAUUSD.a
303,4h-R-755,resistance,91.92,5,5.190821751051486,4h,placebo,hold,XAUUSD.a
808,4h-R-755,resistance,91.92,5,5.190821751051486,4h,random,hold,XAUUSD.a
316,4h-S-621,support,96.42,7,4.666845511413541,4h,line,break,XAUUSD.a
316,4h-S-621,support,96.42,7,4.666845511413541,4h,placebo,break,XAUUSD.a
3021,4h-S-621,support,96.42,7,4.666845511413541,4h,random,break,XAUUSD.a
316,4h-S-623,support,95.37,7,4.666845511413541,4h,line,break,XAUUSD.a
316,4h-S-623,support,95.37,7,4.666845511413541,4h,placebo,hold,XAUUSD.a
2017,4h-S-623,support,95.37,7,4.666845511413541,4h,random,break,XAUUSD.a
317,4h-S-767,support,97.41,4,4.654213689169717,4h,line,hold,XAUUSD.a
317,4h-S-767,support,97.41,4,4.654213689169717,4h,placebo,break,XAUUSD.a
7672,4h-S-767,support,97.41,4,4.654213689169717,4h,random,hold,XAUUSD.a
317,4h-S-769,support,96.36,4,4.654213689169717,4h,line,hold,XAUUSD.a
317,4h-S-769,support,96.36,4,4.654213689169717,4h,placebo,hold,XAUUSD.a
13037,4h-S-769,support,96.36,4,4.654213689169717,4h,random,break,XAUUSD.a
317,4h-S-622,support,95.17,7,4.654213689169717,4h,line,hold,XAUUSD.a
317,4h-S-622,support,95.17,7,4.654213689169717,4h,placebo,hold,XAUUSD.a
5947,4h-S-622,support,95.17,7,4.654213689169717,4h,random,hold,XAUUSD.a
317,4h-S-624,support,94.02,6,4.654213689169717,4h,line,hold,XAUUSD.a
317,4h-S-624,support,94.02,6,4.654213689169717,4h,placebo,hold,XAUUSD.a
8505,4h-S-624,support,94.02,6,4.654213689169717,4h,random,break,XAUUSD.a
318,4h-S-625,support,93.04,7,4.441055568514726,4h,line,hold,XAUUSD.a
318,4h-S-625,support,93.04,7,4.441055568514726,4h,placebo,break,XAUUSD.a
7489,4h-S-625,support,93.04,7,4.441055568514726,4h,random,break,XAUUSD.a
322,4h-S-717,support,97.07,4,4.539044098613828,4h,line,hold,XAUUSD.a
322,4h-S-717,support,97.07,4,4.539044098613828,4h,placebo,break,XAUUSD.a
5876,4h-S-717,support,97.07,4,4.539044098613828,4h,random,hold,XAUUSD.a
334,4h-S-925,support,93.18,4,4.302070671911501,4h,line,hold,XAUUSD.a
334,4h-S-925,support,93.18,4,4.302070671911501,4h,placebo,break,XAUUSD.a
11007,4h-S-925,support,93.18,4,4.302070671911501,4h,random,hold,XAUUSD.a
334,4h-S-926,support,92.83,4,4.302070671911501,4h,line,hold,XAUUSD.a
334,4h-S-926,support,92.83,4,4.302070671911501,4h,placebo,hold,XAUUSD.a
1306,4h-S-926,support,92.83,4,4.302070671911501,4h,random,break,XAUUSD.a
338,4h-R-988,resistance,70.91,3,4.130062225647242,4h,line,break,XAUUSD.a
338,4h-R-988,resistance,70.91,3,4.130062225647242,4h,placebo,break,XAUUSD.a
120,4h-R-988,resistance,70.91,3,4.130062225647242,4h,random,break,XAUUSD.a
339,4h-R-893,resistance,96.07,4,4.192200638101011,4h,line,break,XAUUSD.a
339,4h-R-893,resistance,96.07,4,4.192200638101011,4h,placebo,break,XAUUSD.a
8954,4h-R-893,resistance,96.07,4,4.192200638101011,4h,random,hold,XAUUSD.a
340,4h-R-695,resistance,90.92,5,4.487757735379521,4h,line,break,XAUUSD.a
340,4h-R-695,resistance,90.92,5,4.487757735379521,4h,placebo,break,XAUUSD.a
1254,4h-R-695,resistance,90.92,5,4.487757735379521,4h,random,break,XAUUSD.a
341,4h-R-692,resistance,94.86,4,5.417917897138126,4h,line,break,XAUUSD.a
341,4h-R-692,resistance,94.86,4,5.417917897138126,4h,placebo,hold,XAUUSD.a
8827,4h-R-692,resistance,94.86,4,5.417917897138126,4h,random,break,XAUUSD.a
350,4h-R-359,resistance,93.06,6,5.563819069060316,4h,line,break,XAUUSD.a
350,4h-R-359,resistance,93.06,6,5.563819069060316,4h,placebo,break,XAUUSD.a
6439,4h-R-359,resistance,93.06,6,5.563819069060316,4h,random,hold,XAUUSD.a
396,4h-S-1233,support,83.11,5,5.86512282177642,4h,line,break,XAUUSD.a
396,4h-S-1233,support,83.11,5,5.86512282177642,4h,placebo,hold,XAUUSD.a
12587,4h-S-1233,support,83.11,5,5.86512282177642,4h,random,hold,XAUUSD.a
396,4h-S-1234,support,82.61,5,5.86512282177642,4h,line,break,XAUUSD.a
396,4h-S-1234,support,82.61,5,5.86512282177642,4h,placebo,hold,XAUUSD.a
3755,4h-S-1234,support,82.61,5,5.86512282177642,4h,random,break,XAUUSD.a
423,4h-R-1116,resistance,77.44,3,5.440032403183916,4h,line,hold,XAUUSD.a
423,4h-R-1116,resistance,77.44,3,5.440032403183916,4h,placebo,hold,XAUUSD.a
1954,4h-R-1116,resistance,77.44,3,5.440032403183916,4h,random,break,XAUUSD.a
423,4h-R-1249,resistance,71.54,3,5.440032403183916,4h,line,break,XAUUSD.a
423,4h-R-1249,resistance,71.54,3,5.440032403183916,4h,placebo,break,XAUUSD.a
3284,4h-R-1249,resistance,71.54,3,5.440032403183916,4h,random,break,XAUUSD.a
424,4h-R-1117,resistance,77.1,3,6.160030088670778,4h,line,hold,XAUUSD.a
424,4h-R-1117,resistance,77.1,3,6.160030088670778,4h,placebo,hold,XAUUSD.a
7365,4h-R-1117,resistance,77.1,3,6.160030088670778,4h,random,hold,XAUUSD.a
424,4h-R-1120,resistance,75.75,3,6.160030088670778,4h,line,hold,XAUUSD.a
424,4h-R-1120,resistance,75.75,3,6.160030088670778,4h,placebo,hold,XAUUSD.a
12914,4h-R-1120,resistance,75.75,3,6.160030088670778,4h,random,break,XAUUSD.a
445,4h-S-1483,support,80.76,5,5.582422311047054,4h,line,break,XAUUSD.a
445,4h-S-1483,support,80.76,5,5.582422311047054,4h,placebo,hold,XAUUSD.a
8552,4h-S-1483,support,80.76,5,5.582422311047054,4h,random,break,XAUUSD.a
446,4h-S-1482,support,82.54,5,5.767963574543698,4h,line,hold,XAUUSD.a
446,4h-S-1482,support,82.54,5,5.767963574543698,4h,placebo,break,XAUUSD.a
13098,4h-S-1482,support,82.54,5,5.767963574543698,4h,random,break,XAUUSD.a
447,4h-S-1467,support,91.82,4,5.805251890647717,4h,line,hold,XAUUSD.a
447,4h-S-1467,support,91.82,4,5.805251890647717,4h,placebo,hold,XAUUSD.a
5485,4h-S-1467,support,91.82,4,5.805251890647717,4h,random,break,XAUUSD.a
447,4h-S-1470,support,90.07,4,5.805251890647717,4h,line,hold,XAUUSD.a
447,4h-S-1470,support,90.07,4,5.805251890647717,4h,placebo,hold,XAUUSD.a
12913,4h-S-1470,support,90.07,4,5.805251890647717,4h,random,hold,XAUUSD.a
447,4h-S-1474,support,88.52,4,5.805251890647717,4h,line,hold,XAUUSD.a
447,4h-S-1474,support,88.52,4,5.805251890647717,4h,placebo,break,XAUUSD.a
11673,4h-S-1474,support,88.52,4,5.805251890647717,4h,random,hold,XAUUSD.a
447,4h-S-1475,support,88.32,4,5.805251890647717,4h,line,hold,XAUUSD.a
447,4h-S-1475,support,88.32,4,5.805251890647717,4h,placebo,hold,XAUUSD.a
6366,4h-S-1475,support,88.32,4,5.805251890647717,4h,random,hold,XAUUSD.a
453,4h-R-1523,resistance,90.83,4,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1523,resistance,90.83,4,5.6002131397001635,4h,placebo,break,XAUUSD.a
4304,4h-R-1523,resistance,90.83,4,5.6002131397001635,4h,random,hold,XAUUSD.a
453,4h-R-1524,resistance,90.48,4,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1524,resistance,90.48,4,5.6002131397001635,4h,placebo,hold,XAUUSD.a
9601,4h-R-1524,resistance,90.48,4,5.6002131397001635,4h,random,break,XAUUSD.a
453,4h-R-1525,resistance,90.13,4,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1525,resistance,90.13,4,5.6002131397001635,4h,placebo,hold,XAUUSD.a
4970,4h-R-1525,resistance,90.13,4,5.6002131397001635,4h,random,hold,XAUUSD.a
453,4h-R-1516,resistance,80.23,3,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1516,resistance,80.23,3,5.6002131397001635,4h,placebo,hold,XAUUSD.a
5550,4h-R-1516,resistance,80.23,3,5.6002131397001635,4h,random,break,XAUUSD.a
453,4h-R-1517,resistance,79.88,3,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1517,resistance,79.88,3,5.6002131397001635,4h,placebo,break,XAUUSD.a
12883,4h-R-1517,resistance,79.88,3,5.6002131397001635,4h,random,hold,XAUUSD.a
453,4h-R-1518,resistance,79.43,3,5.6002131397001635,4h,line,hold,XAUUSD.a
453,4h-R-1518,resistance,79.43,3,5.6002131397001635,4h,placebo,hold,XAUUSD.a
1071,4h-R-1518,resistance,79.43,3,5.6002131397001635,4h,random,hold,XAUUSD.a
463,4h-S-1474,support,85.66,5,5.2003588576202935,4h,line,break,XAUUSD.a
463,4h-S-1474,support,85.66,5,5.2003588576202935,4h,placebo,hold,XAUUSD.a
6985,4h-S-1474,support,85.66,5,5.2003588576202935,4h,random,break,XAUUSD.a
463,4h-S-1475,support,85.46,5,5.2003588576202935,4h,line,break,XAUUSD.a
463,4h-S-1475,support,85.46,5,5.2003588576202935,4h,placebo,break,XAUUSD.a
791,4h-S-1475,support,85.46,5,5.2003588576202935,4h,random,hold,XAUUSD.a
465,4h-S-1467,support,90.98,5,5.104084933356275,4h,line,break,XAUUSD.a
465,4h-S-1467,support,90.98,5,5.104084933356275,4h,placebo,hold,XAUUSD.a
7870,4h-S-1467,support,90.98,5,5.104084933356275,4h,random,break,XAUUSD.a
465,4h-S-1470,support,89.33,5,5.104084933356275,4h,line,break,XAUUSD.a
465,4h-S-1470,support,89.33,5,5.104084933356275,4h,placebo,break,XAUUSD.a
12034,4h-S-1470,support,89.33,5,5.104084933356275,4h,random,hold,XAUUSD.a
466,4h-S-1462,support,93.74,4,5.1473645809736865,4h,line,break,XAUUSD.a
466,4h-S-1462,support,93.74,4,5.1473645809736865,4h,placebo,hold,XAUUSD.a
6924,4h-S-1462,support,93.74,4,5.1473645809736865,4h,random,break,XAUUSD.a
466,4h-S-1466,support,90.84,4,5.1473645809736865,4h,line,break,XAUUSD.a
466,4h-S-1466,support,90.84,4,5.1473645809736865,4h,placebo,hold,XAUUSD.a
13309,4h-S-1466,support,90.84,4,5.1473645809736865,4h,random,hold,XAUUSD.a
468,4h-S-1461,support,97.16,4,4.8960949703293455,4h,line,break,XAUUSD.a
468,4h-S-1461,support,97.16,4,4.8960949703293455,4h,placebo,hold,XAUUSD.a
2029,4h-S-1461,support,97.16,4,4.8960949703293455,4h,random,hold,XAUUSD.a
500,4h-S-1764,support,92.88,4,4.283498134931869,4h,line,break,XAUUSD.a
500,4h-S-1764,support,92.88,4,4.283498134931869,4h,placebo,break,XAUUSD.a
7681,4h-S-1764,support,92.88,4,4.283498134931869,4h,random,hold,XAUUSD.a
500,4h-S-1765,support,92.68,4,4.283498134931869,4h,line,break,XAUUSD.a
500,4h-S-1765,support,92.68,4,4.283498134931869,4h,placebo,hold,XAUUSD.a
10034,4h-S-1765,support,92.68,4,4.283498134931869,4h,random,hold,XAUUSD.a
501,4h-S-1758,support,95.93,4,4.343962553865299,4h,line,break,XAUUSD.a
501,4h-S-1758,support,95.93,4,4.343962553865299,4h,placebo,break,XAUUSD.a
11286,4h-S-1758,support,95.93,4,4.343962553865299,4h,random,hold,XAUUSD.a
501,4h-S-1761,support,94.53,4,4.343962553865299,4h,line,break,XAUUSD.a
501,4h-S-1761,support,94.53,4,4.343962553865299,4h,placebo,hold,XAUUSD.a
5591,4h-S-1761,support,94.53,4,4.343962553865299,4h,random,hold,XAUUSD.a
501,4h-S-1759,support,81.63,3,4.343962553865299,4h,line,break,XAUUSD.a
501,4h-S-1759,support,81.63,3,4.343962553865299,4h,placebo,break,XAUUSD.a
11540,4h-S-1759,support,81.63,3,4.343962553865299,4h,random,break,XAUUSD.a
501,4h-S-1767,support,78.33,3,4.343962553865299,4h,line,break,XAUUSD.a
501,4h-S-1767,support,78.33,3,4.343962553865299,4h,placebo,hold,XAUUSD.a
8378,4h-S-1767,support,78.33,3,4.343962553865299,4h,random,break,XAUUSD.a
501,4h-S-1770,support,76.88,3,4.343962553865299,4h,line,break,XAUUSD.a
501,4h-S-1770,support,76.88,3,4.343962553865299,4h,placebo,hold,XAUUSD.a
1183,4h-S-1770,support,76.88,3,4.343962553865299,4h,random,hold,XAUUSD.a
505,4h-S-1768,support,90.42,5,4.42153307218208,4h,line,break,XAUUSD.a
505,4h-S-1768,support,90.42,5,4.42153307218208,4h,placebo,break,XAUUSD.a
9673,4h-S-1768,support,90.42,5,4.42153307218208,4h,random,break,XAUUSD.a
505,4h-S-1769,support,90.02,5,4.42153307218208,4h,line,break,XAUUSD.a
505,4h-S-1769,support,90.02,5,4.42153307218208,4h,placebo,break,XAUUSD.a
12122,4h-S-1769,support,90.02,5,4.42153307218208,4h,random,break,XAUUSD.a
542,4h-S-1988,support,91.68,4,4.729543882378969,4h,line,hold,XAUUSD.a
542,4h-S-1988,support,91.68,4,4.729543882378969,4h,placebo,hold,XAUUSD.a
4849,4h-S-1988,support,91.68,4,4.729543882378969,4h,random,hold,XAUUSD.a
542,4h-S-1989,support,91.08,4,4.729543882378969,4h,line,hold,XAUUSD.a
542,4h-S-1989,support,91.08,4,4.729543882378969,4h,placebo,hold,XAUUSD.a
4144,4h-S-1989,support,91.08,4,4.729543882378969,4h,random,break,XAUUSD.a
542,4h-S-1980,support,82.18,3,4.729543882378969,4h,line,hold,XAUUSD.a
542,4h-S-1980,support,82.18,3,4.729543882378969,4h,placebo,hold,XAUUSD.a
12630,4h-S-1980,support,82.18,3,4.729543882378969,4h,random,break,XAUUSD.a
542,4h-S-1984,support,80.33,3,4.729543882378969,4h,line,hold,XAUUSD.a
542,4h-S-1984,support,80.33,3,4.729543882378969,4h,placebo,hold,XAUUSD.a
1849,4h-S-1984,support,80.33,3,4.729543882378969,4h,random,hold,XAUUSD.a
549,4h-R-1734,resistance,95.48,4,4.968257360230661,4h,line,hold,XAUUSD.a
549,4h-R-1734,resistance,95.48,4,4.968257360230661,4h,placebo,break,XAUUSD.a
3631,4h-R-1734,resistance,95.48,4,4.968257360230661,4h,random,break,XAUUSD.a
555,4h-R-1733,resistance,97.66,4,4.5652531604440885,4h,line,hold,XAUUSD.a
555,4h-R-1733,resistance,97.66,4,4.5652531604440885,4h,placebo,hold,XAUUSD.a
2709,4h-R-1733,resistance,97.66,4,4.5652531604440885,4h,random,break,XAUUSD.a
567,4h-S-2045,support,81.16,5,4.80211696652443,4h,line,break,XAUUSD.a
567,4h-S-2045,support,81.16,5,4.80211696652443,4h,placebo,hold,XAUUSD.a
13059,4h-S-2045,support,81.16,5,4.80211696652443,4h,random,hold,XAUUSD.a
590,4h-S-2274,support,92.78,6,4.1460489018870215,4h,line,hold,XAUUSD.a
590,4h-S-2274,support,92.78,6,4.1460489018870215,4h,placebo,hold,XAUUSD.a
11975,4h-S-2274,support,92.78,6,4.1460489018870215,4h,random,hold,XAUUSD.a
590,4h-S-2276,support,90.88,5,4.1460489018870215,4h,line,hold,XAUUSD.a
590,4h-S-2276,support,90.88,5,4.1460489018870215,4h,placebo,hold,XAUUSD.a
11943,4h-S-2276,support,90.88,5,4.1460489018870215,4h,random,hold,XAUUSD.a
590,4h-S-2277,support,90.28,5,4.1460489018870215,4h,line,hold,XAUUSD.a
590,4h-S-2277,support,90.28,5,4.1460489018870215,4h,placebo,hold,XAUUSD.a
11077,4h-S-2277,support,90.28,5,4.1460489018870215,4h,random,break,XAUUSD.a
590,4h-S-2278,support,90.08,5,4.1460489018870215,4h,line,hold,XAUUSD.a
590,4h-S-2278,support,90.08,5,4.1460489018870215,4h,placebo,hold,XAUUSD.a
5694,4h-S-2278,support,90.08,5,4.1460489018870215,4h,random,break,XAUUSD.a
592,4h-R-2348,resistance,94.08,4,4.098531961320959,4h,line,break,XAUUSD.a
592,4h-R-2348,resistance,94.08,4,4.098531961320959,4h,placebo,hold,XAUUSD.a
9521,4h-R-2348,resistance,94.08,4,4.098531961320959,4h,random,hold,XAUUSD.a
627,4h-S-2643,support,85.78,4,4.466255730658881,4h,line,break,XAUUSD.a
627,4h-S-2643,support,85.78,4,4.466255730658881,4h,placebo,break,XAUUSD.a
12292,4h-S-2643,support,85.78,4,4.466255730658881,4h,random,hold,XAUUSD.a
634,4h-R-2597,resistance,93.02,4,5.011904799612734,4h,line,hold,XAUUSD.a
634,4h-R-2597,resistance,93.02,4,5.011904799612734,4h,placebo,hold,XAUUSD.a
2184,4h-R-2597,resistance,93.02,4,5.011904799612734,4h,random,break,XAUUSD.a
636,4h-R-2596,resistance,94.21,4,4.6922036282375075,4h,line,hold,XAUUSD.a
636,4h-R-2596,resistance,94.21,4,4.6922036282375075,4h,placebo,break,XAUUSD.a
6929,4h-R-2596,resistance,94.21,4,4.6922036282375075,4h,random,break,XAUUSD.a
636,4h-R-2598,resistance,93.06,4,4.6922036282375075,4h,line,hold,XAUUSD.a
636,4h-R-2598,resistance,93.06,4,4.6922036282375075,4h,placebo,hold,XAUUSD.a
10480,4h-R-2598,resistance,93.06,4,4.6922036282375075,4h,random,break,XAUUSD.a
645,4h-S-2624,support,92.23,4,4.754684307730606,4h,line,hold,XAUUSD.a
645,4h-S-2624,support,92.23,4,4.754684307730606,4h,placebo,hold,XAUUSD.a
10740,4h-S-2624,support,92.23,4,4.754684307730606,4h,random,hold,XAUUSD.a
645,4h-S-2621,support,78.38,3,4.754684307730606,4h,line,hold,XAUUSD.a
645,4h-S-2621,support,78.38,3,4.754684307730606,4h,placebo,hold,XAUUSD.a
1812,4h-S-2621,support,78.38,3,4.754684307730606,4h,random,hold,XAUUSD.a
645,4h-S-2623,support,77.78,3,4.754684307730606,4h,line,hold,XAUUSD.a
645,4h-S-2623,support,77.78,3,4.754684307730606,4h,placebo,hold,XAUUSD.a
8393,4h-S-2623,support,77.78,3,4.754684307730606,4h,random,break,XAUUSD.a
658,4h-R-2596,resistance,90.61,6,4.413508774329835,4h,line,break,XAUUSD.a
658,4h-R-2596,resistance,90.61,6,4.413508774329835,4h,placebo,hold,XAUUSD.a
8252,4h-R-2596,resistance,90.61,6,4.413508774329835,4h,random,hold,XAUUSD.a
658,4h-R-2648,resistance,89.3,5,4.413508774329835,4h,line,break,XAUUSD.a
658,4h-R-2648,resistance,89.3,5,4.413508774329835,4h,placebo,hold,XAUUSD.a
